name,base_id,char_definitionId
Bodhi Rook,BODHIROOK,BODHIROOK:FOUR_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:SEVEN_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:SIX_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:THREE_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:ONE_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:FIVE_STAR
IG-2000,IG2000,IG2000:SEVEN_STAR
IG-2000,IG2000,IG2000:FOUR_STAR
IG-2000,IG2000,IG2000:ONE_STAR
IG-2000,IG2000,IG2000:THREE_STAR
IG-2000,IG2000,IG2000:TWO_STAR
IG-2000,IG2000,IG2000:SIX_STAR
IG-2000,IG2000,IG2000:FIVE_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:THREE_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:FOUR_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:ONE_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:SEVEN_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:TWO_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:SIX_STAR
Boushh (Leia Organa),BOUSHH,BOUSHH:FIVE_STAR
T3-M4,T3_M4,T3_M4:SIX_STAR
T3-M4,T3_M4,T3_M4:THREE_STAR
T3-M4,T3_M4,T3_M4:SEVEN_STAR
T3-M4,T3_M4,T3_M4:FOUR_STAR
T3-M4,T3_M4,T3_M4:TWO_STAR
T3-M4,T3_M4,T3_M4:ONE_STAR
T3-M4,T3_M4,T3_M4:FIVE_STAR
Embo,EMBO,EMBO:THREE_STAR
Embo,EMBO,EMBO:SEVEN_STAR
Embo,EMBO,EMBO:SIX_STAR
Embo,EMBO,EMBO:TWO_STAR
Embo,EMBO,EMBO:FOUR_STAR
Embo,EMBO,EMBO:FIVE_STAR
Embo,EMBO,EMBO:ONE_STAR
Visas Marr,VISASMARR,VISASMARR:THREE_STAR
Visas Marr,VISASMARR,VISASMARR:FOUR_STAR
Visas Marr,VISASMARR,VISASMARR:SEVEN_STAR
Visas Marr,VISASMARR,VISASMARR:SIX_STAR
Visas Marr,VISASMARR,VISASMARR:TWO_STAR
Visas Marr,VISASMARR,VISASMARR:FIVE_STAR
Visas Marr,VISASMARR,VISASMARR:ONE_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:ONE_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:TWO_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:SEVEN_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:THREE_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:FOUR_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:SIX_STAR
Tusken Warrior,TUSKENHUNTRESS,TUSKENHUNTRESS:FIVE_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:THREE_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:FOUR_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:SEVEN_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:SIX_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:TWO_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:ONE_STAR
Profundity,CAPITALPROFUNDITY,CAPITALPROFUNDITY:FIVE_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:SIX_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:THREE_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:SEVEN_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:FOUR_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:TWO_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:ONE_STAR
Jedi Master Luke Skywalker,GRANDMASTERLUKE,GRANDMASTERLUKE:FIVE_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:THREE_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:SEVEN_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:SIX_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:TWO_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:FOUR_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:FIVE_STAR
Imperial Super Commando,IMPERIALSUPERCOMMANDO,IMPERIALSUPERCOMMANDO:ONE_STAR
Boba Fett,BOBAFETT,BOBAFETT:TWO_STAR
Boba Fett,BOBAFETT,BOBAFETT:SIX_STAR
Boba Fett,BOBAFETT,BOBAFETT:ONE_STAR
Boba Fett,BOBAFETT,BOBAFETT:FOUR_STAR
Boba Fett,BOBAFETT,BOBAFETT:SEVEN_STAR
Boba Fett,BOBAFETT,BOBAFETT:THREE_STAR
Boba Fett,BOBAFETT,BOBAFETT:FIVE_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:TWO_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:SIX_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:ONE_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:SEVEN_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:FOUR_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:THREE_STAR
Imperial Probe Droid,IMPERIALPROBEDROID,IMPERIALPROBEDROID:FIVE_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:ONE_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:TWO_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:THREE_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:SEVEN_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:FOUR_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:SIX_STAR
BTL-B Y-wing Starfighter,YWINGCLONEWARS,YWINGCLONEWARS:FIVE_STAR
Rey,GLREY,GLREY:ONE_STAR
Rey,GLREY,GLREY:TWO_STAR
Rey,GLREY,GLREY:SEVEN_STAR
Rey,GLREY,GLREY:FOUR_STAR
Rey,GLREY,GLREY:SIX_STAR
Rey,GLREY,GLREY:FIVE_STAR
Rey,GLREY,GLREY:THREE_STAR
Second Sister,SECONDSISTER,SECONDSISTER:FIVE_STAR
Second Sister,SECONDSISTER,SECONDSISTER:SEVEN_STAR
Second Sister,SECONDSISTER,SECONDSISTER:FOUR_STAR
Second Sister,SECONDSISTER,SECONDSISTER:SIX_STAR
Second Sister,SECONDSISTER,SECONDSISTER:ONE_STAR
Second Sister,SECONDSISTER,SECONDSISTER:TWO_STAR
Second Sister,SECONDSISTER,SECONDSISTER:THREE_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:ONE_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:TWO_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:SEVEN_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:FOUR_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:SIX_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:THREE_STAR
Veteran Smuggler Han Solo,SMUGGLERHAN,SMUGGLERHAN:FIVE_STAR
Qi'ra,QIRA,QIRA:THREE_STAR
Qi'ra,QIRA,QIRA:SEVEN_STAR
Qi'ra,QIRA,QIRA:SIX_STAR
Qi'ra,QIRA,QIRA:FOUR_STAR
Qi'ra,QIRA,QIRA:FIVE_STAR
Qi'ra,QIRA,QIRA:TWO_STAR
Qi'ra,QIRA,QIRA:ONE_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:THREE_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:SIX_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:SEVEN_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:FOUR_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:ONE_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:TWO_STAR
Kanan Jarrus,KANANJARRUSS3,KANANJARRUSS3:FIVE_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:FIVE_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:SIX_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:SEVEN_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:FOUR_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:ONE_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:TWO_STAR
Magmatrooper,MAGMATROOPER,MAGMATROOPER:THREE_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:THREE_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:TWO_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:SEVEN_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:SIX_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:FOUR_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:FIVE_STAR
Kyle Katarn,KYLEKATARN,KYLEKATARN:ONE_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:FOUR_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:FIVE_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:TWO_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:SEVEN_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:SIX_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:THREE_STAR
Aayla Secura,AAYLASECURA,AAYLASECURA:ONE_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:ONE_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:TWO_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:THREE_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:SEVEN_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:FOUR_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:SIX_STAR
Obi-Wan Kenobi (Old Ben),OLDBENKENOBI,OLDBENKENOBI:FIVE_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:FIVE_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:FOUR_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:SEVEN_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:SIX_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:ONE_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:TWO_STAR
Hera Syndulla,HERASYNDULLAS3,HERASYNDULLAS3:THREE_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:ONE_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:TWO_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:FOUR_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:SEVEN_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:SIX_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:FIVE_STAR
Home One,CAPITALMONCALAMARICRUISER,CAPITALMONCALAMARICRUISER:THREE_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:SIX_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:ONE_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:SEVEN_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:FOUR_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:THREE_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:TWO_STAR
First Order SF TIE Fighter,TIEFIGHTERFOSF,TIEFIGHTERFOSF:FIVE_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:ONE_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:TWO_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:THREE_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:FOUR_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:SEVEN_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:SIX_STAR
IG-100 MagnaGuard,MAGNAGUARD,MAGNAGUARD:FIVE_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:SIX_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:ONE_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:SEVEN_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:FOUR_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:THREE_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:TWO_STAR
Mother Talzin,MOTHERTALZIN,MOTHERTALZIN:FIVE_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:THREE_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:ONE_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:FOUR_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:SEVEN_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:TWO_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:SIX_STAR
Death Trooper,DEATHTROOPER,DEATHTROOPER:FIVE_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:THREE_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:FOUR_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:SIX_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:SEVEN_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:ONE_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:TWO_STAR
Lando's Millennium Falcon,MILLENNIUMFALCONPRISTINE,MILLENNIUMFALCONPRISTINE:FIVE_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:TWO_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:FOUR_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:SIX_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:SEVEN_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:THREE_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:ONE_STAR
Poe Dameron's X-wing,XWINGBLACKONE,XWINGBLACKONE:FIVE_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:TWO_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:ONE_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:SIX_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:SEVEN_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:FOUR_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:THREE_STAR
Admiral Raddus,ADMIRALRADDUS,ADMIRALRADDUS:FIVE_STAR
K-2SO,K2SO,K2SO:THREE_STAR
K-2SO,K2SO,K2SO:ONE_STAR
K-2SO,K2SO,K2SO:SEVEN_STAR
K-2SO,K2SO,K2SO:SIX_STAR
K-2SO,K2SO,K2SO:FOUR_STAR
K-2SO,K2SO,K2SO:FIVE_STAR
K-2SO,K2SO,K2SO:TWO_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:THREE_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:ONE_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:SEVEN_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:SIX_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:FOUR_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:FIVE_STAR
Padmé Amidala,PADMEAMIDALA,PADMEAMIDALA:TWO_STAR
Wampa,WAMPA,WAMPA:TWO_STAR
Wampa,WAMPA,WAMPA:SIX_STAR
Wampa,WAMPA,WAMPA:FOUR_STAR
Wampa,WAMPA,WAMPA:SEVEN_STAR
Wampa,WAMPA,WAMPA:THREE_STAR
Wampa,WAMPA,WAMPA:ONE_STAR
Wampa,WAMPA,WAMPA:FIVE_STAR
Mace Windu,MACEWINDU,MACEWINDU:THREE_STAR
Mace Windu,MACEWINDU,MACEWINDU:ONE_STAR
Mace Windu,MACEWINDU,MACEWINDU:SEVEN_STAR
Mace Windu,MACEWINDU,MACEWINDU:FOUR_STAR
Mace Windu,MACEWINDU,MACEWINDU:SIX_STAR
Mace Windu,MACEWINDU,MACEWINDU:TWO_STAR
Mace Windu,MACEWINDU,MACEWINDU:FIVE_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:ONE_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:TWO_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:THREE_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:SEVEN_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:FOUR_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:FIVE_STAR
Sith Assassin,SITHASSASSIN,SITHASSASSIN:SIX_STAR
Jyn Erso,JYNERSO,JYNERSO:SIX_STAR
Jyn Erso,JYNERSO,JYNERSO:FOUR_STAR
Jyn Erso,JYNERSO,JYNERSO:FIVE_STAR
Jyn Erso,JYNERSO,JYNERSO:SEVEN_STAR
Jyn Erso,JYNERSO,JYNERSO:THREE_STAR
Jyn Erso,JYNERSO,JYNERSO:ONE_STAR
Jyn Erso,JYNERSO,JYNERSO:TWO_STAR
Darth Sion,DARTHSION,DARTHSION:THREE_STAR
Darth Sion,DARTHSION,DARTHSION:FOUR_STAR
Darth Sion,DARTHSION,DARTHSION:SIX_STAR
Darth Sion,DARTHSION,DARTHSION:SEVEN_STAR
Darth Sion,DARTHSION,DARTHSION:ONE_STAR
Darth Sion,DARTHSION,DARTHSION:TWO_STAR
Darth Sion,DARTHSION,DARTHSION:FIVE_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:SIX_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:TWO_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:FOUR_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:SEVEN_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:THREE_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:ONE_STAR
Poggle the Lesser,POGGLETHELESSER,POGGLETHELESSER:FIVE_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:THREE_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:SIX_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:FOUR_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:SEVEN_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:ONE_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:TWO_STAR
"CT-21-0408 ""Echo""",CT210408,CT210408:FIVE_STAR
Droideka,DROIDEKA,DROIDEKA:ONE_STAR
Droideka,DROIDEKA,DROIDEKA:TWO_STAR
Droideka,DROIDEKA,DROIDEKA:SIX_STAR
Droideka,DROIDEKA,DROIDEKA:FOUR_STAR
Droideka,DROIDEKA,DROIDEKA:SEVEN_STAR
Droideka,DROIDEKA,DROIDEKA:THREE_STAR
Droideka,DROIDEKA,DROIDEKA:FIVE_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:THREE_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:FOUR_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:SIX_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:SEVEN_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:ONE_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:TWO_STAR
Princess Leia,PRINCESSLEIA,PRINCESSLEIA:FIVE_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:FIVE_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:THREE_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:SIX_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:FOUR_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:SEVEN_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:TWO_STAR
Seventh Sister,SEVENTHSISTER,SEVENTHSISTER:ONE_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:TWO_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:ONE_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:SIX_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:FOUR_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:SEVEN_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:THREE_STAR
Ugnaught,UGNAUGHT,UGNAUGHT:FIVE_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:FIVE_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:SIX_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:TWO_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:FOUR_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:SEVEN_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:THREE_STAR
Snowtrooper,SNOWTROOPER,SNOWTROOPER:ONE_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:SIX_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:TWO_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:FOUR_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:SEVEN_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:ONE_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:THREE_STAR
First Order Officer,FIRSTORDEROFFICERMALE,FIRSTORDEROFFICERMALE:FIVE_STAR
Darth Vader,VADER,VADER:ONE_STAR
Darth Vader,VADER,VADER:THREE_STAR
Darth Vader,VADER,VADER:TWO_STAR
Darth Vader,VADER,VADER:FIVE_STAR
Darth Vader,VADER,VADER:SEVEN_STAR
Darth Vader,VADER,VADER:FOUR_STAR
Darth Vader,VADER,VADER:SIX_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:THREE_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:ONE_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:TWO_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:SEVEN_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:FIVE_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:FOUR_STAR
Ima-Gun Di,IMAGUNDI,IMAGUNDI:SIX_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:THREE_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:ONE_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:SIX_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:SEVEN_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:FIVE_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:FOUR_STAR
TIE Advanced x1,TIEADVANCED,TIEADVANCED:TWO_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:ONE_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:THREE_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:SEVEN_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:FOUR_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:SIX_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:TWO_STAR
Baze Malbus,BAZEMALBUS,BAZEMALBUS:FIVE_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:ONE_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:THREE_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:FOUR_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:SEVEN_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:SIX_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:TWO_STAR
TIE Defender,TIEDEFENDER,TIEDEFENDER:FIVE_STAR
Phantom II,PHANTOM2,PHANTOM2:ONE_STAR
Phantom II,PHANTOM2,PHANTOM2:THREE_STAR
Phantom II,PHANTOM2,PHANTOM2:FOUR_STAR
Phantom II,PHANTOM2,PHANTOM2:SIX_STAR
Phantom II,PHANTOM2,PHANTOM2:SEVEN_STAR
Phantom II,PHANTOM2,PHANTOM2:FIVE_STAR
Phantom II,PHANTOM2,PHANTOM2:TWO_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:THREE_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:ONE_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:TWO_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:FOUR_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:SEVEN_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:SIX_STAR
Emperor Palpatine,EMPERORPALPATINE,EMPERORPALPATINE:FIVE_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:ONE_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:THREE_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:FOUR_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:SEVEN_STAR
